date,do,temp,chla_rfu,phyco,par
2006-08-17,8.14,24.445,153.865,176.235,
2006-08-18,7.81,24.185000000000002,149.695,175.54500000000002,
2006-08-19,7.49,24.04,123.73,183.55,
2006-08-20,7.43,23.89,121.97,165.275,
2006-08-21,7.92,24.0475,116.69,171.29500000000002,
2006-08-22,8.09,24.12,119.93,154.515,
2006-08-23,8.43,24.5,94.48,114.03999999999999,
2006-08-24,8.04,24.1,104.59,156.915,
2006-08-25,7.63,23.76,98.45,156.51,
2006-08-26,7.585,23.6025,104.445,164.3625,
2006-08-27,7.46,23.49,100.05,148.89,
2006-08-28,7.47,23.39,100.65,161.86,
2006-08-29,7.39,23.09,111.8,153.28,
2006-08-30,7.73,23.075000000000003,124.14,162.47,
2006-08-31,7.77,22.86,149.17,171.32,
2006-09-01,7.94,22.59,221.85,197.865,
2006-09-02,8.32,22.45,424.97,283.71,
2006-09-03,8.66,22.595,1183.1,326.32,
2006-09-04,8.77,22.63,1976.2,317.75,
2006-09-05,8.56,22.380000000000003,2294.5,285.79,
2006-09-06,8.86,22.35,114.01,167.695,
2006-09-07,9.13,22.585,102.18,138.54,
2006-09-08,8.86,22.4,118.02,185.36,
2006-09-09,8.55,22.37,121.93,177.55,
2006-09-10,7.91,21.26,116.25,183.785,
2006-09-11,7.76,20.6475,113.41,178.55,
2006-09-12,7.69,20.11,112.24,180.56,
2006-09-13,7.74,19.64,102.89,185.42000000000002,
2006-09-14,8.0,19.47,98.58,151.985,
2006-09-15,8.09,19.41,107.76,193.325,
2006-09-16,8.33,19.66,117.21,234.26,
2006-09-17,8.44,19.71,162.415,270.24,
2006-09-18,8.32,19.5,140.31,249.95,
2006-09-19,8.03,18.744999999999997,134.76,252.54500000000002,
2006-09-20,7.73,17.98,138.73,225.675,
2006-09-21,8.25,17.75,148.09,277.16,
2006-09-22,8.12,17.45,138.13,248.285,
2006-09-23,8.04,17.34,154.17,299.48,
2006-09-24,8.01,17.2,139.88,266.01,
2006-09-25,8.22,17.06,148.70499999999998,300.805,
2006-09-26,8.21,16.935000000000002,152.51999999999998,246.57999999999998,
2006-09-27,8.27,16.78,150.655,259.5625,
2006-09-28,8.28,16.54,152.005,287.59000000000003,
2006-09-29,8.32,16.3,145.65,325.835,
2006-09-30,8.13,16.04,140.35,293.67,
2006-10-01,8.18,15.94,147.08,303.09,
2006-10-02,8.7,16.185000000000002,179.82999999999998,298.905,
2006-10-03,8.75,16.4,175.635,251.29500000000002,
2006-10-04,8.79,16.43,148.68,327.125,
2006-10-05,8.85,16.275,205.575,384.21500000000003,
2006-10-06,8.61,16.0475,149.21,297.41,
2006-10-07,9.9,16.19,,,
2006-10-08,9.18,15.99,,,
2006-10-09,8.76,15.8,,,
2006-10-10,8.31,15.49,,,
2006-10-11,8.33,15.33,,,
2006-10-12,7.96,14.43,,,
2006-10-13,6.9,13.54,,,
2006-10-14,7.53,13.02,,,
2006-10-15,7.29,12.73,,,
2006-10-16,7.83,12.52,,,
2006-10-17,7.76,12.41,,,
2007-05-18,9.09,14.440000000000001,,,
2007-05-19,9.21,14.425,,,
2007-05-20,9.27,14.88,,,
2007-05-21,9.36,14.665,,,
2007-05-22,9.38,15.065,,,
2007-05-23,9.24,15.57,,,
2007-05-24,9.22,15.99,,,
2007-05-25,9.05,16.7275,,,
2007-05-26,9.21,16.92,,,
2007-05-28,9.35,17.0,,,
2007-05-29,9.38,17.23,,,
2007-05-30,9.5,18.01,,,
2007-05-31,9.48,18.445,,,
2007-06-01,9.54,19.1025,,,
2007-06-02,9.73,19.22,,,
2007-06-03,9.94,19.81,,,
2007-06-04,10.13,20.35,,,
2007-06-12,9.65,20.6,,,
2007-06-13,9.78,21.08,,,
2007-06-14,9.87,21.740000000000002,,,
2007-06-15,9.95,22.32,,,
2007-06-17,10.64,24.18,79.1,415.5,
2007-06-18,10.53,24.19,80.4,407.0,
2007-06-19,9.53,23.12,82.5,416.2,
2007-06-20,9.49,23.11,82.1,420.2,
2007-06-21,9.37,23.23,41.06,1102.5,
2007-06-22,9.33,22.66,41.73,413.04999999999995,
2007-06-23,9.25,22.42,332.3,211.2,
2007-06-24,9.43,22.565,230.3,209.6,
2007-06-25,10.19,23.05,377.25,204.4,
2007-06-26,10.82,23.99,40.32,,
2007-06-27,11.05,24.75,39.71,,
2007-06-28,11.2,24.95,39.73,,
2007-06-29,10.88,24.13,40.42,,
2007-06-30,11.2,23.865000000000002,40.695,,
2007-07-01,11.41,23.9,40.67,,
2007-07-02,11.19,23.41,40.03,,
2007-07-03,11.07,23.2,37.74,,
2007-07-04,11.41,23.43,27.05,,
2007-07-05,11.83,24.51,17.6,,
2007-07-06,11.79,24.56,40.99,,
2007-07-07,11.77,25.5,41.06,,
2007-07-08,10.87,25.57,40.38,,
2007-07-09,10.31,25.525,40.03,,
2007-07-10,10.05,25.4,39.7,,
2007-07-11,9.6,24.75,39.41,,
2007-07-12,9.63,24.22,39.235,,
2007-07-13,9.63,23.8,39.08,,
2007-07-14,9.63,23.354999999999997,39.74,,
2007-07-15,9.54,23.23,39.75,,
2007-07-16,10.51,23.45,38.39,,
2007-07-17,9.99,23.435,40.05,,
2007-07-18,10.79,24.31,40.715,,
2007-07-19,11.07,24.56,40.05,,
2007-07-20,10.57,24.34,40.6,,
2007-07-21,10.51,24.305,41.07,,
2007-07-22,10.465,24.035,40.42,,
2007-07-23,10.2,23.765,40.41,,
2007-07-24,10.61,24.62,41.355000000000004,,
2007-07-25,10.73,24.68,41.05,,
2007-07-26,10.364999999999998,24.71,40.73,,
2007-07-27,9.9,24.825000000000003,40.22,,
2007-07-28,9.66,24.82,40.06,,
2007-07-29,9.63,24.85,39.67,,
2007-07-30,10.1,25.75,40.04,,
2007-07-31,10.2,26.225,39.72,,
2007-08-01,10.32,27.23,39.02,,
2007-08-02,10.31,27.08,39.7,,
2007-08-03,9.96,27.07,39.06,,
2007-08-04,,26.7,38.72,,
2007-08-05,,25.43,39.75,,
2007-08-06,9.504999999999999,25.34,39.74,,
2007-08-07,8.63,25.42,40.06,,
2007-08-08,9.17,25.79,39.73,,
2007-08-09,8.86,25.58,39.74,,
2007-08-10,9.15,25.975,39.71,,
2007-08-11,9.11,25.95,39.37,,
2007-08-12,8.91,25.82,39.06,,
2007-08-13,8.96,26.43,39.38,,
2007-08-14,8.21,25.48,39.41,,
2007-08-15,8.16,25.325,39.07,,
2007-08-16,8.02,25.07,39.74,,
2007-08-17,8.16,24.89,40.39,,
2007-08-18,8.19,24.43,40.43,,
2007-08-19,7.79,23.1,41.08,,
2007-08-20,7.78,22.76,41.74,,
2007-08-21,7.73,22.5925,41.59,,
2007-08-22,8.36,23.15,40.41,,
2007-08-23,8.58,23.13,39.74,,
2007-08-24,8.86,23.21,39.74,,
2007-08-25,8.66,23.075000000000003,40.08,,
2007-08-26,9.18,23.24,39.75,,
2007-08-27,8.65,22.74,41.09,,
2007-08-28,8.41,22.515,41.07,,
2007-08-29,9.52,23.35,39.07,,
2007-08-30,9.27,23.13,39.75,,
2007-08-31,10.73,23.42,40.37,,
2007-09-01,10.78,23.8,40.81,,
2007-09-02,10.42,23.35,40.42,,
2007-09-03,10.225000000000001,23.32,40.39,,
2007-09-04,10.34,24.06,41.07,,
2007-09-05,10.3,24.155,41.08,,
2007-09-06,9.91,24.06,41.06,,
2007-09-07,9.22,23.975,41.08,,
2007-09-08,9.18,23.89,40.41,,
2007-09-09,9.53,23.915,40.09,,
2007-09-10,8.73,23.215,40.43,,
2007-09-11,7.96,22.23,41.76,,
2007-09-12,7.9,21.43,41.8,,
2007-09-13,8.44,20.99,41.09,,
2007-09-14,8.350000000000001,20.6575,41.099999999999994,,
2007-09-15,8.68,19.94,40.14,,
2007-09-16,8.875,19.41,39.77,,
2007-09-17,8.99,19.235,39.43,,
2007-09-18,9.05,19.23,39.07,,
2007-09-19,9.37,19.49,36.41,,
2007-09-20,10.18,19.8425,35.09,,
2007-09-21,9.5,19.61,39.1,,
2007-09-22,9.51,19.66,38.42,,
2007-09-23,10.09,19.81,37.095,,
2007-09-24,9.42,19.58,39.75,,
2007-09-25,9.86,20.185,38.43,,
2007-09-26,9.62,19.91,37.77,,
2007-09-27,9.49,19.615000000000002,39.11,,
2007-09-28,9.51,19.47,39.77,,
2007-09-29,9.5,19.28,41.12,,
2007-09-30,9.21,18.98,39.915000000000006,,
2007-10-01,9.28,18.955,40.1,,
2007-10-02,9.39,18.985,41.74,,
2007-10-03,8.85,18.78,42.43,,
2007-10-04,9.36,18.82,42.105000000000004,,
2007-10-05,9.61,18.97,41.05,,
2007-10-06,9.63,19.137500000000003,41.09,,
2007-10-07,10.22,19.77,39.74,,
2007-10-08,9.78,19.8,40.58,,
2007-10-09,9.72,19.52,41.09,,
2007-10-10,9.52,18.814999999999998,41.13,,
2007-10-11,9.19,17.950000000000003,41.8,,
2007-10-12,8.96,17.31,42.45,,
2007-10-13,8.72,17.12,43.1,,
2007-10-14,8.4,16.93,44.29,,
2007-10-15,8.43,16.705,44.44,,
2007-10-16,8.59,16.62,44.44,,
2007-10-17,8.52,16.48,44.78,,
2007-10-18,8.58,16.395,45.1,,
2007-10-19,8.575,16.215,45.295,,
2007-10-20,8.54,15.86,45.14,,
2007-10-21,8.58,15.67,45.13,,
2007-10-22,8.44,15.6,45.81,,
2007-10-23,7.975,15.62,46.065,,
2007-10-24,,,46.155,,
2007-10-25,,,46.13,,
2007-10-26,,,46.5,,
2007-10-28,,,46.85,,
2007-10-29,,,47.17,,
2007-10-30,,,47.65,,
2008-06-27,11.98,23.064999999999998,4502.7,7354.8,
2008-06-28,9.81,22.32,3154.7,2184.9,
2008-06-29,9.5,21.7925,3302.7,2673.2,
2008-06-30,9.44,21.51,3555.3999999999996,3169.1,
2008-07-01,10.54,22.189999999999998,4242.05,5902.15,
2008-07-02,10.16,22.23,3562.55,3412.0,
2008-07-03,9.99,22.07,4164.3,5173.55,
2008-07-04,10.79,22.09,3702.75,3970.95,
2008-07-05,10.83,22.51,3602.6499999999996,2828.05,
2008-07-06,11.32,22.335,3943.9,3694.4,
2008-07-07,11.27,22.86,3688.9,3869.1,
2008-07-08,10.41,22.96,3007.8,2632.6499999999996,
2008-07-09,10.8,23.12,3094.6,2399.6000000000004,
2008-07-10,10.42,23.45,3448.5,2179.2,
2008-07-11,10.15,23.2,3869.1,3141.4,
2008-07-13,9.27,22.987499999999997,3670.55,1757.35,
2008-07-14,10.94,23.8,4269.5,2156.5,
2008-07-15,10.01,23.38,4036.1,1872.4,
2008-07-16,10.06,23.51,3976.0,1686.2,
2008-07-17,9.56,23.490000000000002,3848.4,1782.2,
2008-07-18,10.695,24.14,4013.7,9596.05,
2008-07-19,12.26,25.28,3708.8,7538.0,
2008-07-20,11.47,24.82,3134.7,6329.5,
2008-07-21,12.18,25.75,3374.4,7528.0,
2008-07-22,11.82,25.545,3585.4,8069.7,
2008-07-23,11.2,25.12,4142.9,5936.9,
2008-07-24,12.2,25.14,5983.6,9053.6,
2008-07-25,11.16,24.76,5358.8,8102.2,
2008-07-26,11.39,24.84,3014.5,8866.6,
2008-07-27,11.03,24.89,3483.6,7553.05,
2008-07-28,10.97,25.02,3502.05,5710.5,
2008-07-29,10.73,24.99,3468.5,7421.2,
2008-07-30,10.86,25.25,3705.6,10021.5,
2008-07-31,10.844999999999999,25.91,4436.7,11370.5,
2008-08-01,11.415,26.075000000000003,4337.8,11430.5,
2008-08-02,11.18,26.41,3027.8,5825.2,
2008-08-03,10.17,25.51,3328.3,5352.2,
2008-08-04,9.21,24.97,3475.2,5878.8,
2008-08-05,9.195,25.05125,4056.1,6280.25,
2008-08-06,9.15,25.08,3548.7,5284.6,
2008-08-07,8.95,24.73,3288.3,5256.25,
2008-08-08,9.02,24.47,3336.1,4686.950000000001,
2008-08-10,9.34,24.23,3886.3,5226.049999999999,
2008-08-11,10.09,24.12,3443.0,4640.15,
2008-08-12,11.24,24.299999999999997,3148.1,4593.450000000001,
2008-08-13,10.47,23.99,3079.0,5314.35,
2008-08-14,11.83,24.12,2928.3,6261.1,
2008-08-15,10.42,23.89,2622.9,4503.25,
2008-08-16,11.07,23.84,2652.9,5513.1,
2008-08-17,10.81,23.89,2698.7,5349.8,
2008-08-18,11.23,24.020000000000003,2988.25,6135.3,
2008-08-19,12.21,24.51,3488.55,6067.6,
2008-08-20,11.48,24.085,3021.25,5605.25,
2008-08-21,10.68,23.82,3095.7,5018.7,
2008-08-22,10.58,23.87,3445.8500000000004,5836.6,
2008-08-23,10.87,24.03,3730.2,5773.799999999999,
2008-08-24,11.02,24.01,4251.1,5994.3,
2008-08-25,11.07,23.884999999999998,3282.55,5413.3,
2008-08-26,10.73,23.435000000000002,2962.1,5189.5,
2008-08-27,10.56,23.11,2894.0,4954.1,
2008-08-29,12.2,23.34,2828.5,5494.6,
2008-08-30,12.325,23.545,2719.4,4782.1,
2008-08-31,13.25,24.335,2346.5,3502.9,
2008-09-01,12.15,23.8,2520.2,4286.2,
2008-09-02,11.45,23.55,2485.9,3743.5,
2008-09-03,11.27,23.76,2470.5,3349.5,
2008-09-04,10.49,23.05,2600.3,3459.7,
2008-09-05,10.25,22.32,2564.85,3028.55,
2008-09-06,10.04,21.97,2547.2,3096.2,
2008-09-07,10.17,21.74,2597.8,3203.6,
2008-09-08,10.219999999999999,21.295,2739.125,3329.175,
2008-09-10,11.31,20.79,12035.5,3417.95,
2008-09-11,10.96,20.4,10448.0,3551.0,
2008-09-12,11.34,20.45,5952.45,4970.75,
2008-09-13,11.51,20.47,6882.15,6357.1,
2008-09-15,10.97,19.865000000000002,13442.0,8346.7,
2008-09-16,11.17,19.674999999999997,11538.5,11591.5,
2008-09-17,11.49,19.6,12309.0,12498.5,
2008-09-18,12.95,19.91,12524.0,13593.0,
2008-09-19,12.09,19.53,5537.7,3584.7,
2008-09-20,12.774999999999999,19.715,8208.65,5243.9,
2008-09-21,18.03,20.87,9455.5,6263.15,
2008-09-22,13.87,20.13,6871.5,3887.1000000000004,
2008-09-23,12.95,19.985,5678.950000000001,3176.9,
2008-09-24,14.51,20.35,6908.3,4369.5,
2008-09-26,16.01,20.87,5850.3,2922.1,
2008-09-27,15.7,20.46,5629.15,3029.9,
2008-09-28,14.98,20.43,5575.4,3173.5,
2008-09-29,13.39,19.91,5455.65,3236.15,
2008-09-30,12.43,19.34,5229.55,3545.4,
2008-10-01,11.95,18.509999999999998,5089.4,3398.5,
2008-10-02,11.86,17.905,5226.4,3605.7,
2008-10-03,11.855,17.525,5330.799999999999,3871.35,
2008-10-04,12.08,17.68,6330.6,3739.3,
2008-10-05,11.37,16.98,10474.5,4404.3,
2008-10-06,11.16,16.64,13895.0,5156.2,
2008-10-07,11.16,16.49,6507.15,5834.6,
2008-10-08,11.01,16.38,10163.0,6389.9,
2008-10-09,11.18,16.24,11384.5,6664.1,
2008-10-10,11.48,16.17,13754.0,6378.1,
2008-10-11,11.62,16.060000000000002,3961.2,2580.8,
2008-10-12,11.79,16.229999999999997,4046.8,2723.4,
2008-10-13,12.26,16.49,4093.6,2810.4,
2008-10-14,12.34,16.51,4067.05,2877.2,
2008-10-15,12.805,16.3,4781.45,3653.7,
2008-10-16,12.33,15.995000000000001,4080.2,2918.3,
2008-10-17,12.49,15.7,4342.3,3456.9,
2008-10-19,11.11,15.165000000000001,3570.1,2317.55,
2008-10-20,10.68,15.03,3720.5,2297.8999999999996,
2008-10-21,10.8,14.78,4041.4,2503.4,
2008-10-22,10.055,14.29,4589.7,2446.7,
2008-10-23,9.31,13.78,4389.1,2565.9,
2008-10-24,8.79,13.725,4576.35,2665.3500000000004,
2008-10-26,10.98,12.99,4874.6,3627.6,
2008-10-27,11.89,12.55,4143.1,2467.2,
2008-10-28,12.61,12.0,3089.75,2420.05,
2008-10-29,12.68,11.815000000000001,3193.4,2634.35,
2008-10-30,12.5,11.715,3226.9,2580.6,
2008-10-31,12.97,11.53,3206.8,2447.6,
2008-11-02,13.27,11.36,4691.5,1967.8,
2008-11-03,13.36,11.47,4584.4,2109.9,
2008-11-04,13.45,11.7,3895.0,2143.7,
2009-04-17,13.74,8.64,996.585,1015.55,
2009-04-18,14.2,7.515000000000001,260.855,1751.15,
2009-04-19,15.05,7.18,444.96,4222.75,
2009-04-20,13.22,5.34,271.545,2521.25,
2009-04-21,13.614999999999998,6.47,373.97,3299.05,
2009-04-22,13.5,6.31,346.87,2956.65,
2009-04-23,13.53,6.515000000000001,335.345,2862.0,
2009-04-24,13.45,6.73,294.56,2345.3500000000004,
2009-04-25,13.4,6.8100000000000005,321.7,2928.7,
2009-04-26,13.19,6.88,289.895,2622.65,
2009-04-27,13.0,7.29,267.20500000000004,1991.3,
2009-04-28,12.99,7.63,248.14,1675.2,
2009-04-29,13.16,7.96,222.765,1344.4,
2009-04-30,13.35,8.32,252.515,2187.6,
2009-05-01,13.15,8.37,224.775,1268.0,
2009-05-02,12.85,8.89,195.93,795.98,
2009-05-03,12.63,9.085,176.76999999999998,593.785,
2009-05-04,11.91,10.675,156.635,332.91999999999996,
2009-05-05,11.99,9.95,162.59,373.11,
2009-05-06,11.97,10.13,157.96,372.435,
2009-05-07,11.705,11.7025,155.39,315.115,
2009-05-08,11.62,11.84,164.685,316.54,
2009-05-09,11.41,10.81,152.09,325.05,
2009-05-10,11.31,10.99,149.46,323.62,
2009-05-11,11.11,11.34,151.015,328.65999999999997,
2009-05-12,11.12,11.28,153.56,336.15,
2009-05-13,10.99,11.620000000000001,147.805,317.54,
2009-05-14,10.89,11.844999999999999,148.95499999999998,308.065,
2009-05-15,10.67,12.29,150.97,335.47,
2009-05-16,10.68,12.08,149.13,318.2,
2009-05-17,10.74,12.05,147.87,331.49,
2009-05-18,10.7,12.120000000000001,151.51999999999998,345.34,
2009-05-19,10.76,11.86,150.61,342.66,
2009-05-20,10.75,12.91,151.38,359.095,
2009-05-21,10.68,13.53,150.115,377.655,
2009-05-22,10.72,14.42,159.43,449.13,
2009-05-23,10.71,14.754999999999999,164.87,459.53999999999996,
2009-05-24,10.75,16.05,283.55,531.435,
2009-05-25,10.83,14.565,162.55,550.505,
2009-05-26,10.77,14.32,164.71,558.89,
2009-05-27,10.75,14.5,177.31,619.82,
2009-05-28,10.73,14.17,188.9,617.45,
2009-05-31,10.62,15.74,173.54,438.21500000000003,
2009-06-04,10.64,17.14,244.655,324.34,
2009-06-05,10.84,17.14,185.5,376.85,
2009-06-06,10.7,17.12,188.46,400.69,
2009-06-07,10.66,16.3375,205.63,392.63,
2009-06-08,10.57,16.38,175.77,415.9,
2009-06-09,10.46,16.43,157.63,411.16,
2009-06-10,10.51,16.81,158.34,386.79,
2009-06-11,10.68,17.34,165.2,417.59,
2009-06-12,10.79,17.33,161.2,469.0,
2009-06-13,11.03,18.34,169.99,515.725,
2009-06-14,11.1,19.06,161.74,458.15,
2009-06-15,12.09,20.89,163.61,494.22999999999996,
2009-06-16,11.69,18.69,180.32,687.18,
2009-06-17,11.24,19.52,176.5,488.23,
2009-06-18,11.2,20.5,173.51999999999998,482.39,
2009-06-19,10.76,20.57,176.09,477.665,
2009-06-20,10.7,21.3,194.035,496.775,
2009-06-21,12.52,23.18,275.95,696.6800000000001,
2009-06-22,10.84,21.990000000000002,200.41,526.38,
2009-06-23,10.74,23.45,185.085,425.61,
2009-06-24,12.7,25.8825,240.88,473.71000000000004,
2009-06-25,12.61,27.2,273.86,543.52,
2009-06-26,12.34,26.795,285.28,526.54,
2009-06-27,12.38,25.31,308.74,570.07,
2009-06-28,10.99,24.34,284.79,546.25,
2009-06-29,10.69,23.115000000000002,304.77,578.43,
2009-06-30,10.34,22.07,317.37,576.88,
2009-07-01,10.23,21.1,311.95,573.835,
2009-07-02,10.36,20.44,332.61,625.03,
2009-07-03,10.35,20.515,380.64,549.14,
2009-07-04,,0.0,4596.6,512.5,
2009-07-05,,0.0,4610.2,440.79,
2009-07-06,13.97,0.0,4593.8,517.26,
2009-07-07,14.97,22.46,666.73,575.0,
2009-07-08,13.49,21.884999999999998,452.03,476.73,
2009-07-09,13.27,21.57,509.21,502.62,
2009-07-10,12.31,21.415,411.43,450.96500000000003,
2009-07-11,13.16,21.92,588.7,524.26,
2009-07-12,13.445,22.07,633.85,575.46,
2009-07-13,15.27,22.535,612.31,602.73,
2009-07-14,12.8,21.88,329.39,442.31500000000005,
2009-07-15,12.34,21.71,443.91,496.36,
2009-07-16,12.21,21.925,508.53,481.81,
2009-07-17,11.68,21.47,524.775,466.40999999999997,
2009-07-18,11.4,20.93,657.745,559.4549999999999,
2009-07-19,11.22,20.63,642.885,537.29,
2009-07-20,15.28,21.21,999.82,650.77,
2009-07-21,10.84,20.38,301.3,398.91,
2009-07-22,12.1,20.57,435.97,397.22,
2009-07-23,14.7,21.51,438.9,414.34,
2009-07-24,15.59,21.86,611.55,519.25,
2009-07-26,12.42,21.0,533.065,470.245,
2009-07-27,13.65,21.51,867.545,935.365,
2009-07-28,13.89,21.7175,876.575,772.615,
2009-07-29,14.38,21.94,985.44,914.235,
2009-07-30,15.03,22.03,927.635,2171.4,
2009-08-02,13.14,21.57,648.61,1034.1,
2009-08-03,12.97,21.61,774.14,1094.75,
2009-08-04,13.11,22.13,1402.9,1468.3,
2009-08-05,14.245000000000001,22.512500000000003,1248.65,1570.05,
2009-08-06,16.09,22.63,922.33,1455.6,
2009-08-07,15.28,22.82,833.17,1465.7,
2009-08-08,11.9,22.16,755.83,1218.2,
2009-08-09,11.68,22.41,839.6700000000001,1148.6,
2009-08-10,11.4,22.61,817.125,1249.15,
2009-08-11,15.0,23.605,1256.85,1510.5,
2009-08-12,14.52,23.6,989.865,1578.3,
2009-08-13,15.14,23.57,878.27,1583.7,
2009-08-14,13.415,23.54,795.2950000000001,1290.2,
2009-08-15,13.88,24.12,726.535,1273.9,
2009-08-16,12.28,23.880000000000003,735.365,1250.85,
2009-08-17,11.63,23.939999999999998,782.26,1260.3,
2009-08-18,11.69,23.98,770.165,1189.9,
2009-08-19,11.36,23.55,811.665,1192.1,
2009-08-20,10.440000000000001,23.09,890.855,1237.1,
2009-08-21,10.04,22.63,924.705,1193.4,
2009-08-22,10.04,22.125,899.67,1274.9,
2009-08-23,11.0,21.99,955.5,1441.0,
2009-08-24,12.16,22.09,937.89,1334.6,
2009-08-25,11.195,22.07,991.12,1394.85,
2009-08-26,11.73,22.2,878.38,1315.6999999999998,
2009-08-27,10.66,21.865000000000002,898.31,1337.8,
2009-08-28,10.7,21.65,856.36,1334.6,
2009-08-29,10.12,21.04,857.37,1263.4,
2009-08-30,10.055,20.5,811.595,1392.7,
2009-08-31,10.445,20.305,827.5699999999999,1582.1999999999998,
2009-09-01,14.055,20.689999999999998,817.715,1403.4,
2009-09-02,14.18,20.41,728.635,1460.9,
2009-09-03,14.26,20.57,695.87,1355.6,
2009-09-04,16.15,21.29,586.61,1051.75,
2009-09-05,16.26,21.69,447.63,1151.4,
2009-09-06,16.015,21.439999999999998,468.90999999999997,1297.6,
2009-09-07,15.18,21.445,522.41,1052.4499999999998,
2009-09-08,15.42,21.759999999999998,471.225,1079.25,
2009-09-09,14.59,21.64,492.23,1036.5,
2009-09-10,14.635000000000002,22.07,475.9,1149.15,
2009-09-11,13.99,21.865000000000002,513.855,1027.6,
2009-09-12,13.58,21.8,508.71000000000004,840.4549999999999,
2009-09-13,14.35,22.875,422.6,887.68,
2009-09-14,14.24,22.99,434.46500000000003,680.13,
2009-09-15,13.94,23.26,413.66,625.395,
2009-09-16,12.56,22.115,583.56,586.985,
2009-09-17,10.53,21.19,569.0,560.49,
2009-09-18,12.01,21.725,572.48,559.97,
2009-09-19,11.11,21.395,598.88,576.14,
2009-09-20,9.885000000000002,20.995,642.6500000000001,546.8625,
2009-09-21,9.28,20.91,646.61,552.65,
2009-09-22,9.36,20.84,675.34,535.7750000000001,
2009-09-23,8.55,20.68,687.185,540.68,
2009-09-24,10.03,20.96,804.76,571.21,
2009-09-25,7.94,20.57,631.02,476.06,
2009-09-26,7.225,20.38,646.62,524.9649999999999,
2009-09-27,8.1,20.270000000000003,653.21,492.78499999999997,
2009-09-28,7.86,19.47,585.2,508.03,
2009-09-29,8.74,18.32,504.98,511.75,
2009-09-30,8.58,17.93,494.57500000000005,499.905,
2009-10-01,7.87,17.39,419.495,453.78499999999997,
2009-10-02,7.78,16.880000000000003,358.21,419.14,
2009-10-03,8.1,16.55,367.35,484.84,
2009-10-04,7.95,16.2,318.09000000000003,451.83000000000004,
2009-10-05,7.8,16.03,239.195,390.8,
2009-10-06,7.91,15.79,255.91,413.74,
2009-10-07,7.3,15.32,204.34,352.12,
2009-10-08,6.12,15.11,165.35500000000002,317.58,
2009-10-09,7.095,14.805,183.01,354.015,
2009-10-10,7.58,14.3175,183.64,353.925,
2009-10-11,7.96,13.86,180.745,359.69,
2009-10-12,7.63,13.55,196.495,435.21,
2009-10-13,8.62,13.1,183.92,397.94,
2009-10-14,8.27,12.96,178.665,356.125,
2009-10-15,8.92,12.47,181.75,398.975,
2009-10-16,9.21,12.22,178.44,402.36,
2009-10-17,9.39,11.975,178.14999999999998,411.375,
2009-10-18,9.26,11.91,177.825,423.43,
2009-10-19,9.37,11.775,171.32,367.82,
2009-10-20,8.76,11.78,180.14999999999998,422.245,
2009-10-21,9.15,11.78,181.68,463.85,
2009-10-22,9.61,11.719999999999999,176.20499999999998,393.04499999999996,
2009-10-23,9.81,11.525,179.65499999999997,403.885,
2009-10-24,10.05,11.23,181.73000000000002,405.615,
2009-10-25,9.8,11.2,194.755,501.94,
2009-10-26,8.99,11.255,194.07,535.81,
2009-10-27,9.52,11.15,191.70499999999998,488.825,
2009-10-28,9.01,11.04,199.92000000000002,564.425,
2009-10-29,9.35,11.02,199.63,486.02,
2009-10-30,9.37,11.03,190.1,399.31,
